0 	6.26995e-12 	1.42593e-11 	7.17545e-09
0.010101 	7.96852e-12 	1.43851e-08 	6.33782e-06
0.020202 	5.14747e-12 	2.87574e-08 	1.26684e-05
0.030303 	3.54774e-12 	3.4442e-08 	1.96674e-05
0.040404 	2.22479e-12 	3.81578e-08 	2.68179e-05
0.0505051 	-3.61138e-12 	3.73687e-08 	3.40043e-05
0.0606061 	-3.55452e-12 	2.80412e-08 	4.12662e-05
0.0707071 	-3.49766e-12 	1.87138e-08 	4.85281e-05
0.0808081 	-3.4408e-12 	9.38633e-09 	5.579e-05
0.0909091 	-3.38394e-12 	5.88906e-11 	6.30519e-05
0.10101 	-4.46017e-12 	-4.47552e-09 	6.93052e-05
0.111111 	-3.6915e-12 	-3.40304e-09 	7.43762e-05
0.121212 	-2.92283e-12 	-2.33056e-09 	7.94472e-05
0.131313 	-2.15417e-12 	-1.25808e-09 	8.45181e-05
0.141414 	-1.3855e-12 	-1.85596e-10 	8.95891e-05
0.151515 	-5.92924e-13 	5.57612e-10 	9.4895e-05
0.161616 	2.21861e-13 	9.94898e-10 	0.000100419
0.171717 	1.03665e-12 	1.43218e-09 	0.000105943
0.181818 	1.85143e-12 	1.86947e-09 	0.000111467
0.191919 	2.66622e-12 	2.30676e-09 	0.000116991
0.20202 	3.1727e-12 	2.57017e-09 	0.000121933
0.212121 	3.32419e-12 	2.687e-09 	0.000126384
0.222222 	3.47567e-12 	2.80383e-09 	0.000130835
0.232323 	3.65012e-12 	2.92065e-09 	0.000135286
0.242424 	3.84372e-12 	3.03746e-09 	0.000139737
0.252525 	4.03732e-12 	3.15427e-09 	0.000144188
0.262626 	4.23092e-12 	3.27108e-09 	0.000148639
0.272727 	4.42453e-12 	3.38789e-09 	0.00015309
0.282828 	4.61813e-12 	3.5047e-09 	0.000157541
0.292929 	4.81173e-12 	3.62151e-09 	0.000161991
0.30303 	4.42766e-12 	3.46874e-09 	0.00016502
0.313131 	3.49765e-12 	3.08741e-09 	0.000166842
0.323232 	2.56764e-12 	2.70609e-09 	0.000168665
0.333333 	1.63763e-12 	2.32476e-09 	0.000170487
0.343434 	7.07624e-13 	1.94343e-09 	0.00017231
0.353535 	-2.22386e-13 	1.5621e-09 	0.000174132
0.363636 	-1.1524e-12 	1.18077e-09 	0.000175955
0.373737 	-2.08241e-12 	7.99443e-10 	0.000177777
0.383838 	-3.01242e-12 	4.18115e-10 	0.0001796
0.393939 	-3.94243e-12 	3.67867e-11 	0.000181422
